Head,Relation,Tail
21.606,AVAILABLE_AT,Costco
Ethanol,IN_PRODUCT,128oz 3785ml Hand Sani Hype-Labs
Luspatercept,INTERACTS_WITH,Dienestrol
Tasosartan,INTERACTS_WITH,Drospirenone
Codrituzumab,INTERACTS_WITH,Cetuximab
Rhein,INTERACTS_WITH,Dolasetron
Aliskiren,INTERACTS_WITH,Clenbuterol
gastroenteritis,TREATED_BY,Ibuprofen
Kitasamycin,INTERACTS_WITH,Theobromine
Methyl salicylate,INTERACTS_WITH,(R)-warfarin
Bifemelane,INTERACTS_WITH,Propantheline
Ubidecarenone,IN_PRODUCT,Co-enzyme Q-10
Sodium aurothiomalate,INTERACTS_WITH,Benazepril
Formic acid,IN_PRODUCT,Prenate Star
Metaxalone,INTERACTS_WITH,Trihexyphenidyl
123.05,AVAILABLE_AT,Rite Aid
Aliskiren,INTERACTS_WITH,Acepromazine
BCG vaccine,INTERACTS_WITH,Rifampicin
Tarextumab,INTERACTS_WITH,Otelixizumab
Xipamide,INTERACTS_WITH,Methoxamine
Posaconazole,INTERACTS_WITH,Tacrolimus
Fenozolone,INTERACTS_WITH,Candesartan cilexetil
Methylthioninium,INTERACTS_WITH,Amantadine
Pomalidomide,IN_PRODUCT,Pomalyst
Clonixin,INTERACTS_WITH,Selegiline
Glasdegib,INTERACTS_WITH,Bedaquiline
Coagulation factor VII human,INTERACTS_WITH,Iloprost
Meptazinol,INTERACTS_WITH,Magnesium sulfate
Lithium hydroxide,INTERACTS_WITH,Methyclothiazide
Clebopride,INTERACTS_WITH,Ibopamine
Dapagliflozin,INTERACTS_WITH,Grepafloxacin
Orap,HAS_PRICE,61.3988
Paroxetine,INTERACTS_WITH,Sufentanil
Alosetron,INTERACTS_WITH,Doxylamine
Androderm,HAS_PRICE,733.389
Rolitetracycline,INTERACTS_WITH,Decamethonium
Amibegron,INTERACTS_WITH,Endralazine
Deflazacort,INTERACTS_WITH,Carmustine
Ubidecarenone,INTERACTS_WITH,Remogliflozin etabonate
Prednisolone phosphate,INTERACTS_WITH,Alfacalcidol
Ferumoxytol,INTERACTS_WITH,OXI-4503
Cloprednol,INTERACTS_WITH,Carmustine
Rilpivirine,INTERACTS_WITH,Clarithromycin
Oxaprozin,INTERACTS_WITH,Alfentanil
Fluprednidene,INTERACTS_WITH,2-Methoxyethanol
Celtis occidentalis pollen,IN_PRODUCT,Hackberry
Loratadine,INTERACTS_WITH,Testosterone undecanoate
S-Ethylisothiourea,INTERACTS_WITH,Metixene
Dexbrompheniramine,INTERACTS_WITH,"4-Bromo-2,5-dimethoxyamphetamine"
Coagulation factor VIIa Recombinant Human,INTERACTS_WITH,Antithrombin Alfa
Nitroprusside,INTERACTS_WITH,Trimipramine
Apomab,INTERACTS_WITH,Palivizumab
Radicicol,INTERACTS_WITH,4-hydroxycoumarin
Chromic chloride,INTERACTS_WITH,Piroxicam
Adenovirus type 7 vaccine live,INTERACTS_WITH,Bleomycin
Galexos,MANUFACTURED_BY,Janssen Pharmaceuticals
Biapenem,INTERACTS_WITH,Warfarin
Eptifibatide,INTERACTS_WITH,Fluindione
"5-methoxy-N,N-dimethyltryptamine",INTERACTS_WITH,Hydrochlorothiazide
Citalopram,INTERACTS_WITH,Nalbuphine
Diclofenamide,INTERACTS_WITH,Moclobemide
Varicella Zoster Vaccine (Live/attenuated),INTERACTS_WITH,Bortezomib
UroXatral,HAS_PRICE,53.335
Tomaralimab,INTERACTS_WITH,Moxestrol
Samidorphan,INTERACTS_WITH,Meptazinol
Tramadol,INTERACTS_WITH,Pirenzepine
Racepinephrine,INTERACTS_WITH,Lisinopril
Dexrabeprazole,INTERACTS_WITH,Ethanol
Risankizumab,INTERACTS_WITH,Sirolimus
Methylpropylpropanediol dinitrate,INTERACTS_WITH,Fish oil
"Sar9, Met (O2)11-Substance P",INTERACTS_WITH,Fenthion
Alogliptin,MANUFACTURED_BY,"Aphena Pharma Solutions - Tennessee, LLC"
Dexrazoxane,INTERACTS_WITH,Sirolimus
Limaprost,INTERACTS_WITH,Acetylsalicylic acid
Fluvoxamine,INTERACTS_WITH,Linezolid
Atovaquone and Proguanil Hydrochloride Pediatric,MANUFACTURED_BY,Glenmark Generics
Sonata,HAS_PRICE,8.1292
Tricaine,INTERACTS_WITH,Desvenlafaxine
Ceftazidime,INTERACTS_WITH,Probenecid
Lymecycline,INTERACTS_WITH,Meticillin
Barbexaclone,INTERACTS_WITH,(S)-Warfarin
Ardeparin,INTERACTS_WITH,Glycocholic acid
Vecuronium,INTERACTS_WITH,Magnesium carbonate
Glycopyrronium,INTERACTS_WITH,Isopropamide
Relcovaptan,INTERACTS_WITH,Danaparoid
Silver sulfadiazine,IN_PRODUCT,Silvadene
Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),INTERACTS_WITH,Methotrexate
Hexamethonium,INTERACTS_WITH,Phentermine
Black Spider - Libi Sting,MANUFACTURED_BY,Samson Pharmaceutical
Budesonide,INTERACTS_WITH,Stepronin
Allicin,INTERACTS_WITH,Ziprasidone
Bezitramide,INTERACTS_WITH,Tilidine
Unoprostone,INTERACTS_WITH,Celiprolol
Acticon,MANUFACTURED_BY,"Actipharma, Inc"
Parathyroid hormone,INTERACTS_WITH,Phenylpropanolamine
Bedaquiline,INTERACTS_WITH,Terfenadine
Amoxapine,INTERACTS_WITH,Droperidol
Fabomotizole,INTERACTS_WITH,Brimonidine
Gadoxetic acid,INTERACTS_WITH,Pantoprazole
autoimmune disease,TREATED_BY,Dexamethasone
Bumetanide,INTERACTS_WITH,Novobiocin
Viroptic,HAS_PRICE,124.718
Propacetamol,INTERACTS_WITH,Racepinephrine
Vemurafenib,INTERACTS_WITH,Probucol
Captodiame,INTERACTS_WITH,Methscopolamine bromide
Pindolol,INTERACTS_WITH,Mefenorex
Nabilone,INTERACTS_WITH,Lorazepam
Docusate,INTERACTS_WITH,Dicyclomine
Linezolid,INTERACTS_WITH,Sirolimus
Dexfenfluramine,INTERACTS_WITH,Duloxetine
"Pollens - Trees, Pine Mix",MANUFACTURED_BY,Jubilant Hollisterstier Llc
Xalatan,HAS_PRICE,11.07
Banoxantrone,INTERACTS_WITH,Rifabutin
Repinotan,INTERACTS_WITH,Amlodipine
Methscopolamine,INTERACTS_WITH,Botulinum Toxin Type B
Vancomycin,INTERACTS_WITH,Olsalazine
Sulfaphenazole,INTERACTS_WITH,Netupitant
Cafedrine,INTERACTS_WITH,Tramazoline
Meclocycline,INTERACTS_WITH,Epicillin
American Elm,MANUFACTURED_BY,"Antigen Laboratories, Inc."
Angeliq,MANUFACTURED_BY,Bayer HealthCare Pharmaceuticals Inc.
Insulin argine,INTERACTS_WITH,Gosogliptin
Cyamemazine,INTERACTS_WITH,Sodium oxybate
8547.38,AVAILABLE_AT,Ralphs
Landiolol,INTERACTS_WITH,Dipyridamole
518.809,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
422.327,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
60.4795,AVAILABLE_AT,Rite Aid
21.95,AVAILABLE_AT,Rite Aid
Tamoxifen,INTERACTS_WITH,Silodosin
Alvocidib,INTERACTS_WITH,Estradiol acetate
Simtuzumab,INTERACTS_WITH,Matuzumab
Corifollitropin alfa,INTERACTS_WITH,Cefditoren
endometriosis,TREATED_BY,Levonorgestrel
Benazepril,INTERACTS_WITH,4-Methoxyamphetamine
Androxy,HAS_PRICE,128.846
metastatic melanoma,TREATED_BY,Temozolomide
Mirabegron,INTERACTS_WITH,Cryptenamine
Geranylgeranyl diphosphate,INTERACTS_WITH,Carbinoxamine
Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),INTERACTS_WITH,Mechlorethamine
Golodirsen,INTERACTS_WITH,Tenoxicam
Quinacrine,INTERACTS_WITH,Memantine
11.3199,AVAILABLE_AT,CVS Pharmacy
Fludeoxyglucose (18F),INTERACTS_WITH,Salicylic acid
Amlodipine,INTERACTS_WITH,Isoprenaline
Insulin beef,INTERACTS_WITH,Clozapine
Ferric maltol,INTERACTS_WITH,Technetium Tc-99m ciprofloxacin
Zyvox,HAS_PRICE,1172.42
Favipiravir,INTERACTS_WITH,Cefacetrile
Cerlapirdine,INTERACTS_WITH,Methadone
Fenticonazole,INTERACTS_WITH,Amphotericin B
Sodium sulfate,INTERACTS_WITH,Flupentixol
103.4,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Tofogliflozin,INTERACTS_WITH,Ritonavir
Carmustine,INTERACTS_WITH,Imatinib
Metreleptin,INTERACTS_WITH,Insulin argine
Bendroflumethiazide,INTERACTS_WITH,Epicaptopril
Viramune,HAS_PRICE,92.8
Mibolerone,INTERACTS_WITH,Halometasone
Liraglutide,IN_PRODUCT,Victoza
Osimertinib,INTERACTS_WITH,Chlorzoxazone
Factor IX Complex (Human),INTERACTS_WITH,Abciximab
familial hyperlipidemia,TREATED_BY,Pravastatin
Hydroxyethyl Starch,INTERACTS_WITH,Ceftazidime
Prednisolone,MANUFACTURED_BY,Apotex Corporation
gram-negative bacterial infection,TREATED_BY,Chlorhexidine
Juniperus osteosperma pollen,IN_PRODUCT,Utah Juniper Pollen
Methylthiouracil,INTERACTS_WITH,Paroxetine
Odanacatib,INTERACTS_WITH,Ivacaftor
Triamcinolone,INTERACTS_WITH,Cabazitaxel
(6R)-Folinic acid,INTERACTS_WITH,Capecitabine
Pimozide,INTERACTS_WITH,Tofacitinib
Grepafloxacin,INTERACTS_WITH,Glibornuride
Loxapine,INTERACTS_WITH,Fluticasone propionate
Sulfamerazine,INTERACTS_WITH,Mecamylamine
Matuzumab,INTERACTS_WITH,Otelixizumab
Naldemedine,INTERACTS_WITH,Phenylbutazone
0.11,AVAILABLE_AT,Heartland Vet Supply
Gabexate,INTERACTS_WITH,Phenylbutazone
Phencyclidine,INTERACTS_WITH,Profenamine
Octopamine,INTERACTS_WITH,Vincamine
Atrasentan,INTERACTS_WITH,Lovastatin
Dutogliptin,INTERACTS_WITH,Carbutamide
Tofisopam,INTERACTS_WITH,"R,S-Warfarin alcohol"
Aldosterone,INTERACTS_WITH,Efalizumab
Oxazepam acetate,INTERACTS_WITH,Magnesium sulfate
Terbinafine,INTERACTS_WITH,Diltiazem
KOS-1584,INTERACTS_WITH,Tacrolimus
Calcium levulinate,INTERACTS_WITH,Proscillaridin
Figitumumab,INTERACTS_WITH,Galiximab
Pegvisomant,INTERACTS_WITH,Sulfamethoxazole
Etaracizumab,INTERACTS_WITH,Hexestrol
Sevoflurane,INTERACTS_WITH,Moxonidine
Gadobenic acid,INTERACTS_WITH,Asenapine
Abediterol,INTERACTS_WITH,Pentolinium
8.1292,AVAILABLE_AT,Ralphs
RI 624,INTERACTS_WITH,Estradiol cypionate
37.455,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
Azaperone,INTERACTS_WITH,Etanautine
MYO-029,INTERACTS_WITH,Esterified estrogens
Ala-hist Ir,MANUFACTURED_BY,"Poly Pharmaceuticals, Inc."
Omadacycline,INTERACTS_WITH,Carbenicillin
Desmoteplase,INTERACTS_WITH,Tenoxicam
Oxiracetam,INTERACTS_WITH,Sibutramine
Botulinum Toxin Type B,INTERACTS_WITH,Benzquinamide
Technetium Tc-99m arcitumomab,INTERACTS_WITH,Promestriene
Valpromide,INTERACTS_WITH,Mirtazapine
Diphenidol,INTERACTS_WITH,Anisotropine methylbromide
Bectumomab,INTERACTS_WITH,Indium In-111 satumomab pendetide
Trastuzumab,INTERACTS_WITH,Busulfan
Inotuzumab ozogamicin,INTERACTS_WITH,Mestranol
Ataluren,INTERACTS_WITH,Voxilaprevir
Megace,HAS_PRICE,14.6949
Spearmint,IN_PRODUCT,Spearmint
Pregabalin,IN_PRODUCT,Lyrica
Lidoflazine,INTERACTS_WITH,Isradipine
Naftidrofuryl,INTERACTS_WITH,Procyclidine
Abaloparatide,INTERACTS_WITH,Methylenedioxyethamphetamine
Firocoxib,INTERACTS_WITH,Mirtazapine
Finasteride,IN_PRODUCT,Dexamethasone Sodium Phosphate 0.1% / Finasteride 0.1% / Minoxidil 5% / Tretinoin 0.025%
Bleselumab,INTERACTS_WITH,Interferon gamma-1b
Trazodone,INTERACTS_WITH,Remikiren
Clofibrate,INTERACTS_WITH,Diphenadione
Gusperimus,INTERACTS_WITH,Beclomethasone dipropionate
Levocarnitine,INTERACTS_WITH,Enasidenib
Lisinopril,INTERACTS_WITH,Methylphenidate
IPH 2101,INTERACTS_WITH,Natalizumab
Digitoxin,INTERACTS_WITH,Sulfasalazine
Sirolimus,IN_PRODUCT,Rapamune
Parecoxib,INTERACTS_WITH,Naphazoline
Coumaphos,INTERACTS_WITH,Hexobarbital
Daunorubicin,INTERACTS_WITH,Epirubicin
Incadronic acid,INTERACTS_WITH,Etofenamate
Gallopamil,INTERACTS_WITH,Nitrendipine
Methyprylon,INTERACTS_WITH,Perampanel
Amibegron,INTERACTS_WITH,Efonidipine
Thioproperazine,INTERACTS_WITH,Buprenorphine
Protriptyline,INTERACTS_WITH,Candesartan cilexetil
Sarilumab,INTERACTS_WITH,Mycophenolic acid
Calcium ascorbate,INTERACTS_WITH,Metamfetamine
4.0,AVAILABLE_AT,Walmart
Polythiazide,INTERACTS_WITH,Tianeptine
Ilaprazole,INTERACTS_WITH,Indinavir
Miglitol,INTERACTS_WITH,Oxaprotiline
Cirazoline,INTERACTS_WITH,Treprostinil
Simendan,INTERACTS_WITH,Lercanidipine
Febuxostat,INTERACTS_WITH,Cafedrine
Interferon gamma-1b,INTERACTS_WITH,Epirubicin
Hydroxyprogesterone,INTERACTS_WITH,Bivalirudin
Licofelone,INTERACTS_WITH,Ferulic acid
Ibutilide Fumarate,MANUFACTURED_BY,"Paddock Laboratories, Inc."
Palbociclib,INTERACTS_WITH,Pralatrexate
Everolimus,INTERACTS_WITH,Hydroxyurea
Ferrous bisglycinate,INTERACTS_WITH,Omadacycline
Frovatriptan,INTERACTS_WITH,Minoxidil
Deacetylbisacodyl,INTERACTS_WITH,Atropine
Nandrolone,INTERACTS_WITH,Chlorpropamide
Alaproclate,INTERACTS_WITH,Succinylcholine
Trifluperidol,INTERACTS_WITH,Mequitazine
Lumacaftor,INTERACTS_WITH,Pazopanib
Chromic nitrate,INTERACTS_WITH,Etodolac
Pneumovax 23,MANUFACTURED_BY,Merck Ltd.
Ryvent,HAS_PRICE,167.817
Hydrochlorothiazide,IN_PRODUCT,Aa-amilzide
Didanosine,INTERACTS_WITH,Mesalazine
Deutetrabenazine,INTERACTS_WITH,Chlorproethazine
Tolazamide,INTERACTS_WITH,Rosoxacin
Equate Lice Treatment,MANUFACTURED_BY,WAL-MART STORES INC
Secale cereale pollen,INTERACTS_WITH,Levobetaxolol
Aztreonam,INTERACTS_WITH,Cefepime
GS-5745,INTERACTS_WITH,Estradiol benzoate
Diazepam,INTERACTS_WITH,Sibutramine
7.96,AVAILABLE_AT,Costco
Epirizole,INTERACTS_WITH,Methotrimeprazine
Dydrogesterone,INTERACTS_WITH,Desirudin
Aspartic acid,IN_PRODUCT,Aminosyn II
Clorazepic acid,INTERACTS_WITH,Metixene
Palivizumab,INTERACTS_WITH,Olaratumab
Tomaralimab,INTERACTS_WITH,Ethinylestradiol
Alphaprodine,INTERACTS_WITH,"2,5-Dimethoxy-4-ethylamphetamine"
Difluocortolone,INTERACTS_WITH,Dutogliptin
Ramelteon,IN_PRODUCT,Ramelteon
Pegademase,INTERACTS_WITH,Cepeginterferon alfa-2B
Spiradoline,INTERACTS_WITH,Lercanidipine
Lomaira,HAS_PRICE,17.3045
CUDC-101,INTERACTS_WITH,Grepafloxacin
Mometasone furoate,INTERACTS_WITH,Pralatrexate
Phalaris minor pollen,INTERACTS_WITH,Pindolol
Mocetinostat,INTERACTS_WITH,Domperidone
Fenproporex,INTERACTS_WITH,Nabumetone
4068.12,AVAILABLE_AT,Albertsons (Sav-on)
Isa Knox Wrinkle Decline Double Effect Rf3 Serum,MANUFACTURED_BY,Lg Household & Health Care Ltd.
Cyclopentolate,INTERACTS_WITH,Oxyphenonium
4050 First Aid Kit,MANUFACTURED_BY,"Honeywell Safety Products USA, Inc"
Desomorphine,INTERACTS_WITH,Brimonidine
Fluconazole,INTERACTS_WITH,Omeprazole
Nitroaspirin,INTERACTS_WITH,Isoprenaline
Astemizole,INTERACTS_WITH,Fluorouracil
"neuroblastoma, susceptibility to",TREATED_BY,Topotecan
Galantamine,INTERACTS_WITH,Hexobarbital
Rutin,INTERACTS_WITH,Lansoprazole
Peppermint oil,INTERACTS_WITH,Entecavir
Gentamicin C1a,INTERACTS_WITH,Piretanide
Bromfenac,INTERACTS_WITH,Diclofenac
Deanol,INTERACTS_WITH,Homatropine methylbromide
Bacillus calmette-guerin substrain connaught live antigen,INTERACTS_WITH,Trifluridine
Candesartan cilexetil,IN_PRODUCT,Act Candesartan/hct
Carotuximab,INTERACTS_WITH,Trastuzumab emtansine
Fenpiverinium,INTERACTS_WITH,Trospium
Aflibercept,IN_PRODUCT,Eylea
401.007,AVAILABLE_AT,Rite Aid
Hydroxyurea,INTERACTS_WITH,Adalimumab
Niperotidine,INTERACTS_WITH,Phentermine
Dicyclomine,INTERACTS_WITH,Nicardipine
Micronomicin,INTERACTS_WITH,Azosemide
Aminosyn II,MANUFACTURED_BY,"Hospira, Inc."
Sonidegib,INTERACTS_WITH,Griseofulvin
Adenovirus type 7 vaccine live,INTERACTS_WITH,Sulfasalazine
Dermatop,HAS_PRICE,51.96
Reslizumab,INTERACTS_WITH,Fontolizumab
Synthroid,HAS_PRICE,10.0299
Alvocidib,INTERACTS_WITH,Indomethacin
35.847,AVAILABLE_AT,Walgreens
Pinaverium,INTERACTS_WITH,Acetyldigitoxin
Moexiprilat,INTERACTS_WITH,Kebuzone
75% Alcohol Disinfectant,MANUFACTURED_BY,"Guangdong Boxi High-tech Co.,Ltd."
Tyrothricin,IN_PRODUCT,Emercreme No4 Ont Efa
Dacetuzumab,INTERACTS_WITH,Bavituximab
140.81,AVAILABLE_AT,Pavilions Pharmacy
Elacridar,INTERACTS_WITH,Enasidenib
Fosfomycin,INTERACTS_WITH,Fenoprofen
Amdinocillin,INTERACTS_WITH,Octylphenoxy polyethoxyethanol
605.172,AVAILABLE_AT,Costco
Norethisterone,INTERACTS_WITH,Ulipristal
Dexibuprofen,INTERACTS_WITH,Ritodrine
Lorlatinib,INTERACTS_WITH,Nicardipine
41731.2,AVAILABLE_AT,CVS Pharmacy
Flavin mononucleotide,IN_PRODUCT,B Virol
Tropicamide,INTERACTS_WITH,Secobarbital
Salmon calcitonin,INTERACTS_WITH,Valdecoxib
precursor T-cell acute lymphoblastic leukemia,TREATED_BY,Doxorubicin
Flurbiprofen,INTERACTS_WITH,Solifenacin
Acipimox,INTERACTS_WITH,Indinavir
"7,9-Dimethylguanine",INTERACTS_WITH,Phenmetrazine
402.875,AVAILABLE_AT,Albertsons (Sav-on)
Succinic acid,IN_PRODUCT,Niferex
Injectafer,MANUFACTURED_BY,"AMERICAN REGENT, INC."
Azidocillin,INTERACTS_WITH,Mycophenolate mofetil
Epitizide,INTERACTS_WITH,Lithium cation
Piritramide,INTERACTS_WITH,Suvorexant
"Synthetic Conjugated Estrogens, A",INTERACTS_WITH,Siplizumab
Tenoxicam,INTERACTS_WITH,Solifenacin
Phenmetrazine,INTERACTS_WITH,Riociguat
diverticulitis,TREATED_BY,Ciprofloxacin
Oxatomide,INTERACTS_WITH,Sparfloxacin
Silodosin,INTERACTS_WITH,Quinidine
Aluminium acetoacetate,INTERACTS_WITH,Methylphenidate
Conestat alfa,INTERACTS_WITH,Quingestanol
Olanzapine,INTERACTS_WITH,Midazolam
Isopropamide,INTERACTS_WITH,Dihydrocodeine
Tetrahydrocannabivarin,INTERACTS_WITH,Mecamylamine
Esreboxetine,INTERACTS_WITH,Profenamine
Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated),INTERACTS_WITH,Penicillamine
Fluorometholone,MANUFACTURED_BY,"Pacific Pharma, Inc."
Plaquenil,HAS_PRICE,42.7996
142.5,AVAILABLE_AT,Ralphs
Gilteritinib,INTERACTS_WITH,Propacetamol
Cyclophosphamide,INTERACTS_WITH,Paramethasone
Citalopram,INTERACTS_WITH,Fentanyl
nasopharyngitis,TREATED_BY,Fexofenadine
Calcifediol,INTERACTS_WITH,Elocalcitol
Tirzepatide,INTERACTS_WITH,Temafloxacin
Rilonacept,INTERACTS_WITH,Amsacrine
testicular disease,TREATED_BY,Testosterone
Rindopepimut,INTERACTS_WITH,Oxaliplatin
Gemeprost,INTERACTS_WITH,Ibuprofen
201.939,AVAILABLE_AT,CVS Pharmacy
Quinaprilat,INTERACTS_WITH,Ergometrine
Dyphylline,INTERACTS_WITH,Olodaterol
3-isobutyl-1-methyl-7H-xanthine,INTERACTS_WITH,Ritobegron
Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen,INTERACTS_WITH,Flucytosine
Rocuronium,INTERACTS_WITH,Mirtazapine
Ventolin,HAS_PRICE,71.8936
Phosphate ion,INTERACTS_WITH,Calcium Phosphate
Decitabine,INTERACTS_WITH,Penicillamine
Lenalidomide,INTERACTS_WITH,Cladribine
Meclizine,INTERACTS_WITH,Glycopyrronium
Capecitabine,INTERACTS_WITH,Pentostatin
Entacapone,INTERACTS_WITH,Levomilnacipran
Magnesium,INTERACTS_WITH,Nortriptyline
Metixene,INTERACTS_WITH,Potassium chloride
Betamethasone phosphate,INTERACTS_WITH,Arbutamine
Geranyl Diphosphate,INTERACTS_WITH,Ferric cation
Codrituzumab,INTERACTS_WITH,Technetium Tc-99m arcitumomab
Amiloride,INTERACTS_WITH,Aripiprazole lauroxil
82.452,AVAILABLE_AT,Walmart
Sodium sulfate,INTERACTS_WITH,Torasemide
Pentostatin,INTERACTS_WITH,Indomethacin
Bortezomib,INTERACTS_WITH,Pegaspargase
Sulfamethoxypyridazine,INTERACTS_WITH,Gliclazide
Suxibuzone,INTERACTS_WITH,Clenbuterol
Selzentry,HAS_PRICE,1833.98
Ipidacrine,INTERACTS_WITH,Promethazine
Clindamycin,INTERACTS_WITH,Safinamide
Sertindole,INTERACTS_WITH,Trihexyphenidyl
Hygromycin B,INTERACTS_WITH,Metocurine iodide
Fosaprepitant,INTERACTS_WITH,Naloxone
Hydrocortisone butyrate,INTERACTS_WITH,Semaglutide
Gefitinib,INTERACTS_WITH,Magnesium hydroxide
Oxyphenisatin acetate,INTERACTS_WITH,Umeclidinium
Phenyl aminosalicylate,INTERACTS_WITH,Vorapaxar
Triflusal,INTERACTS_WITH,Ethinylestradiol
Perflutren,INTERACTS_WITH,Cinoxacin
Tigecycline,INTERACTS_WITH,Azidocillin
24 Multivitamins + Minerals,MANUFACTURED_BY,"Stanley Pharmaceuticals, A Division Of Vita Health Products Inc."
Prednisone acetate,INTERACTS_WITH,Inecalcitol
7223.35,AVAILABLE_AT,Ralphs
Safrazine,INTERACTS_WITH,Sodium oxybate
Maxacalcitol,INTERACTS_WITH,Calcium glubionate anhydrous
21.2332,AVAILABLE_AT,Costco
Horizant,HAS_PRICE,391.07
Muzolimine,INTERACTS_WITH,Metaraminol
Hyoscyamine,INTERACTS_WITH,Codeine
Omega-3 fatty acids,INTERACTS_WITH,Nimesulide
Sulesomab,INTERACTS_WITH,Efalizumab
Phosphate ion,INTERACTS_WITH,Ferric carboxymaltose
Clorsulon,INTERACTS_WITH,Nicotine
Levonorgestrel,IN_PRODUCT,Aftera
SLV319,INTERACTS_WITH,Dicyclomine
Picato,HAS_PRICE,1307.59
Glutaric Acid,INTERACTS_WITH,Cefacetrile
Homatropine methylbromide,INTERACTS_WITH,Aclidinium
Gliquidone,INTERACTS_WITH,Nalidixic acid
Abatacept,INTERACTS_WITH,"Interferon alfa-2a, Recombinant"
Raltitrexed,INTERACTS_WITH,Mometasone
Sertraline,INTERACTS_WITH,Sodium oxybate
Omega-3-acid ethyl esters,INTERACTS_WITH,Betrixaban
Chloroform,INTERACTS_WITH,Ketamine
Tropatepine,INTERACTS_WITH,Cyclopentolate
Flurithromycin,INTERACTS_WITH,Zopiclone
Tinidazole,INTERACTS_WITH,Dipyridamole
Neosaxitoxin,INTERACTS_WITH,Botulinum Toxin Type B
Oxymetazoline,INTERACTS_WITH,Temocapril
Tofogliflozin,INTERACTS_WITH,Levofloxacin
Dihydrotachysterol,INTERACTS_WITH,Cholecalciferol
Nilotinib,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Dotarizine,INTERACTS_WITH,Metipranolol
Metacycline,INTERACTS_WITH,Ticarcillin
Sitagliptin,INTERACTS_WITH,Mercaptopurine
Ouabain,INTERACTS_WITH,Valaciclovir
Tovetumab,INTERACTS_WITH,Briakinumab
Theobromine,INTERACTS_WITH,Betaxolol
Microzide,HAS_PRICE,8.5203
Metharbital,INTERACTS_WITH,Botulinum Toxin Type B
Crimean-Congo hemorrhagic fever,TREATED_BY,Ribavirin
Magnesium glycinate,INTERACTS_WITH,Mivacurium
Calcium acetate,INTERACTS_WITH,Eltrombopag
Atorvastatin,INTERACTS_WITH,Colesevelam
Bufuralol,INTERACTS_WITH,Reserpine
Tiaprofenic acid,INTERACTS_WITH,Methoxyflurane
Hypericin,INTERACTS_WITH,Streptozocin
Orphenadrine,IN_PRODUCT,Orphenadrine Citrate
Sotagliflozin,INTERACTS_WITH,Amitriptyline
Egf Uv Shield,MANUFACTURED_BY,Dermaesthetics Inc.
Dinoprost tromethamine,INTERACTS_WITH,Nitroaspirin
Imidapril,INTERACTS_WITH,Salmeterol
Asfotase alfa,INTERACTS_WITH,Rituximab
Calcium chloride,INTERACTS_WITH,Lymecycline
Invert sugar,INTERACTS_WITH,Salicylic acid
Adasuve,HAS_PRICE,166.78
Edotreotide gallium Ga-68,INTERACTS_WITH,Octreotide
6.8152,AVAILABLE_AT,Costco
Clarithromycin,INTERACTS_WITH,Sildenafil
Fosinoprilat,INTERACTS_WITH,Methylphenidate
Secale cereale pollen,INTERACTS_WITH,Timolol
Metamfetamine,INTERACTS_WITH,Minoxidil
Mircera,HAS_PRICE,163.981
Calcium pangamate,INTERACTS_WITH,Minocycline
Tetracycline,INTERACTS_WITH,Sulbenicillin
migraine disorder,TREATED_BY,Naproxen
Tibolone,INTERACTS_WITH,Dicoumarol
Zenocutuzumab,INTERACTS_WITH,AMG 108
85.362,AVAILABLE_AT,Vons Pharmacy
Nasacort,HAS_PRICE,94.183
Sulbactam,INTERACTS_WITH,Indomethacin
Acetylsalicylic acid,IN_PRODUCT,4139 First Aid Kit
Bupropion,INTERACTS_WITH,Lamivudine
29.5,AVAILABLE_AT,Costco
Viracept,HAS_PRICE,1261.2
SC-236,INTERACTS_WITH,Selegiline
Melengestrol acetate,INTERACTS_WITH,Norelgestromin
Cladribine,IN_PRODUCT,Cladribine Injection
Clometocillin,INTERACTS_WITH,Dibekacin
Sparfloxacin,INTERACTS_WITH,Sevelamer
Novobiocin,INTERACTS_WITH,Celecoxib
Prostalene,INTERACTS_WITH,Lumiracoxib
Act Olanzapine ODT,MANUFACTURED_BY,TEVA Canada Limited
Skin79 Snail Nutrition Bbcream,MANUFACTURED_BY,Wizcoz Corporation Ltd
Etodolac,INTERACTS_WITH,Naratriptan
Parnaparin,INTERACTS_WITH,Glycocholic acid
Nateglinide,INTERACTS_WITH,Fosamprenavir
Propylene glycol,INTERACTS_WITH,Lipegfilgrastim
Promethazine,INTERACTS_WITH,Tedizolid phosphate
Invert sugar,INTERACTS_WITH,Cefoxitin
Oxytocin,INTERACTS_WITH,Chloroquine
Monomethyl fumarate,INTERACTS_WITH,Interferon alfa-2b
Methoxyflurane,INTERACTS_WITH,Ramipril
Ferric ammonium citrate,INTERACTS_WITH,Dexlansoprazole
