Head,Relation,Tail
Moexipril Hydrochloride and Hydrochlorothiazide,MANUFACTURED_BY,"Teva Pharmaceuticals USA, Inc."
Ferric oxide,INTERACTS_WITH,Trovafloxacin
Ribociclib,INTERACTS_WITH,Eplerenone
Fenfluramine,INTERACTS_WITH,Ropinirole
Epibatidine,INTERACTS_WITH,Procaine
Phenacetin,INTERACTS_WITH,Methotrimeprazine
Desomorphine,INTERACTS_WITH,Levomilnacipran
m-Chlorophenylpiperazine,INTERACTS_WITH,Linezolid
Safinamide,INTERACTS_WITH,Dexketoprofen
Quercus lobata pollen,IN_PRODUCT,California White Oak Pollen
Sitaxentan,INTERACTS_WITH,Diethylpropion
Mannitol busulfan,INTERACTS_WITH,Fluconazole
Cyclopropane,INTERACTS_WITH,Propantheline
Quazepam,INTERACTS_WITH,Diphenidol
Flulaval Quadrivalent 2018/2019,MANUFACTURED_BY,ID Biomedical Corporation of Quebec
Temefos,INTERACTS_WITH,Fluorouracil
Ferrous cysteine glycinate,IN_PRODUCT,DermaNIC
Sulpiride,INTERACTS_WITH,Methylene blue
Teprotumumab,INTERACTS_WITH,Sitagliptin
Allicin,INTERACTS_WITH,Pegvisomant
Hydrocortisone cypionate,INTERACTS_WITH,Tioclomarol
Isotretinoin,INTERACTS_WITH,Ethinylestradiol
8.86,AVAILABLE_AT,Costco
Metformin,INTERACTS_WITH,Trimethoprim
Rokitamycin,INTERACTS_WITH,Lysergic acid diethylamide
Aminophylline,INTERACTS_WITH,Norepinephrine
Minaprine,INTERACTS_WITH,Fenoprofen
Multaq,HAS_PRICE,770.242
Ofatumumab,INTERACTS_WITH,Natalizumab
Apo-capto Tab 12.5mg,MANUFACTURED_BY,Apotex Corporation
Propofol,INTERACTS_WITH,Tocopherylquinone
Peginterferon alfa-2b,INTERACTS_WITH,Daunorubicin
Xanomeline,INTERACTS_WITH,Dichlorvos
Acteoside,INTERACTS_WITH,Temozolomide
57.2799,AVAILABLE_AT,Walgreens
Tasosartan,INTERACTS_WITH,Methyclothiazide
14.257,AVAILABLE_AT,Albertsons (Sav-on)
Firocoxib,INTERACTS_WITH,Bromocriptine
Bufexamac,INTERACTS_WITH,Suprofen
Colchicine,INTERACTS_WITH,Mycophenolic acid
Peppermint oil,INTERACTS_WITH,Rofecoxib
Bisoxatin,INTERACTS_WITH,Cycrimine
Etoricoxib,INTERACTS_WITH,Thioproperazine
Belinostat,INTERACTS_WITH,Mycophenolic acid
Cyproheptadine,INTERACTS_WITH,Pirlindole
Bunaftine,INTERACTS_WITH,Cilnidipine
neurotic disorder,TREATED_BY,Paroxetine
Clopenthixol,INTERACTS_WITH,Flavoxate
Methaqualone,INTERACTS_WITH,Mirtazapine
148.59,AVAILABLE_AT,CVS Pharmacy
Insulin beef,INTERACTS_WITH,Methyclothiazide
epilepsy,TREATED_BY,Methsuximide
Anakinra,INTERACTS_WITH,Eculizumab
Monopotassium phosphate,INTERACTS_WITH,Tramadol
Pefloxacin,INTERACTS_WITH,Rivoglitazone
Uloric,HAS_PRICE,57.62
Vintafolide,INTERACTS_WITH,Erythropoietin
Dexrabeprazole,INTERACTS_WITH,Dabrafenib
Mechlorethamine,INTERACTS_WITH,Bleomycin
Indocyanine green acid form,INTERACTS_WITH,Ezetimibe
Hydrocortisone phosphate,INTERACTS_WITH,Deflazacort
Fludrocortisone,INTERACTS_WITH,Azathioprine
Aspergillus flavus,MANUFACTURED_BY,"Antigen Laboratories, Inc."
Boceprevir,INTERACTS_WITH,Eliglustat
Implanon,HAS_SIDE_EFFECT,Sinusitis
Epirizole,INTERACTS_WITH,Pseudoephedrine
Spermidine,INTERACTS_WITH,Cimetidine
Enflurane,INTERACTS_WITH,Hyoscyamine
Valaciclovir,INTERACTS_WITH,Minocycline
Bromelains,IN_PRODUCT,Bromelain Tab 50mg
Chromium gluconate,INTERACTS_WITH,Tenoxicam
Phosphoric acid,INTERACTS_WITH,Amphotericin B
Plozalizumab,INTERACTS_WITH,Biochanin A
Benserazide,INTERACTS_WITH,Mesoridazine
Tylenol,HAS_PRICE,6.8505
Hydroxyprogesterone,INTERACTS_WITH,Sodium citrate
Tiopronin,INTERACTS_WITH,Carprofen
schizophreniform disorder,TREATED_BY,Prochlorperazine
Dexibuprofen,INTERACTS_WITH,Methylergometrine
Fentanyl,INTERACTS_WITH,Dexniguldipine
Tobramycin,INTERACTS_WITH,Phenoxymethylpenicillin
Plitidepsin,INTERACTS_WITH,Metreleptin
Trospium,INTERACTS_WITH,Atomoxetine
rectum cancer,TREATED_BY,Trifluridine
complex regional pain syndrome,TREATED_BY,Gabapentin
Olaratumab,INTERACTS_WITH,CR002
Radotinib,INTERACTS_WITH,Elcatonin
Etanercept,INTERACTS_WITH,Pegaspargase
Dihydroetorphine,INTERACTS_WITH,Hydroxyzine
Mitazalimab,INTERACTS_WITH,Eldelumab
Hyaluronidase,INTERACTS_WITH,Mepivacaine
Ioxilan,INTERACTS_WITH,Latamoxef
Aldara,HAS_PRICE,208.99
7.2153,AVAILABLE_AT,Albertsons (Sav-on)
ABT-288,INTERACTS_WITH,Methylenedioxyethamphetamine
Equate Lice Killing,MANUFACTURED_BY,Walmart Stores
Pholcodine,INTERACTS_WITH,Cefaclor
Norethynodrel,INTERACTS_WITH,Aramchol
T.R.U.E. Test Thin-Layer Rapid Use Patch Test,MANUFACTURED_BY,SmartPractice Denmark ApS
Zolbetuximab,INTERACTS_WITH,IPH 2101
Propatyl nitrate,INTERACTS_WITH,Loperamide
Rutin,IN_PRODUCT,Vitamin C 300mg Plus Acerola Tab
Benzilone,INTERACTS_WITH,Homatropine methylbromide
Yellow Jacket hymenoptera venom Venomil Diagnostic,MANUFACTURED_BY,Jubilant Hollisterstier Llc
Droxicam,INTERACTS_WITH,Ziprasidone
Melatonin,INTERACTS_WITH,WIN 55212-2
Dexmedetomidine,INTERACTS_WITH,Orphenadrine
Omega-3-carboxylic acids,INTERACTS_WITH,Dextran
Casodex,HAS_PRICE,18.454
Donepezil,INTERACTS_WITH,Esatenolol
Protocatechualdehyde,INTERACTS_WITH,Danaparoid
Aleve,HAS_PRICE,5.2318
Aurothioglucose,INTERACTS_WITH,Acyclovir
Dexketoprofen,INTERACTS_WITH,Clenbuterol
Microzide,HAS_PRICE,9.529
Tolcapone,INTERACTS_WITH,Trazodone
Metoprolol,INTERACTS_WITH,Tyramine
Cabazitaxel,INTERACTS_WITH,Fluticasone propionate
"Sodium phosphate, dibasic",INTERACTS_WITH,Mebeverine
Methylthiouracil,INTERACTS_WITH,Edoxaban
TD-8954,INTERACTS_WITH,Rotigotine
Ethacizine,INTERACTS_WITH,Vernakalant
Hydroxychloroquine,INTERACTS_WITH,Mometasone
Citanest Plain,MANUFACTURED_BY,Dentsply Pharmaceutical
Interferon alfa,INTERACTS_WITH,Streptozocin
Meloxicam,INTERACTS_WITH,Midodrine
Axitinib,INTERACTS_WITH,Telithromycin
Scopolamine,INTERACTS_WITH,Levorphanol
Ribociclib,INTERACTS_WITH,Methoxy polyethylene glycol-epoetin beta
Cangrelor,INTERACTS_WITH,Pentosan polysulfate
Gardasil 9,MANUFACTURED_BY,A-S Medication Solutions
Hexocyclium,INTERACTS_WITH,Buprenorphine
Nigericin,INTERACTS_WITH,Lactulose
Mycophenolate mofetil,INTERACTS_WITH,Bleomycin
Pentosan polysulfate,INTERACTS_WITH,Quinidine
Wasp hymenoptera venom Venomil Diagnostic,MANUFACTURED_BY,Jubilant Hollisterstier Llc
anaplastic astrocytoma of adult,TREATED_BY,Temozolomide
RI 624,INTERACTS_WITH,Hexestrol
Cefazolin,INTERACTS_WITH,Ataluren
Rivastigmine 1 A Pharma,HAS_PRICE,104.929
Goserelin,HAS_SIDE_EFFECT,Nervous system disorder
Tetracycline,INTERACTS_WITH,Aminohippuric acid
Chlorine Dioxide Air Disinfectant,MANUFACTURED_BY,"Chengdu Xinyi Kaiwei Medical Equipment Co., Ltd."
myelodysplastic syndrome,TREATED_BY,Filgrastim
374.153,AVAILABLE_AT,Ralphs
Dehydrochloromethyltestosterone,INTERACTS_WITH,Dicoumarol
Esterified estrogens,IN_PRODUCT,Esterified Estrogens and Methyltestosterone
Travoprost,INTERACTS_WITH,Saprisartan
Edrophonium,INTERACTS_WITH,Ouabain
Methylene blue,INTERACTS_WITH,Dextromethorphan
Taurocholic acid,INTERACTS_WITH,Fluindione
Enclomiphene,INTERACTS_WITH,Desvenlafaxine
Peficitinib,INTERACTS_WITH,Alefacept
Linezolid,MANUFACTURED_BY,American Health Packaging
Clonazepam,INTERACTS_WITH,Isopropamide
Oxolinic acid,INTERACTS_WITH,Rosiglitazone
Etiracetam,INTERACTS_WITH,Buclizine
Retrovir,HAS_PRICE,52.2
epinephrine autoinjector,HAS_PRICE,235.921
Lumiliximab,INTERACTS_WITH,Glembatumumab vedotin
Pegamotecan,INTERACTS_WITH,Pegloticase
Hydrocodone,INTERACTS_WITH,Methoxyflurane
Guanethidine,INTERACTS_WITH,Dexmethylphenidate
Dexpropranolol,INTERACTS_WITH,Solifenacin
Androstenedione,INTERACTS_WITH,Cenobamate
Zeranol,INTERACTS_WITH,Exemestane
Practolol,INTERACTS_WITH,Halothane
Etifoxine,INTERACTS_WITH,Methotrimeprazine
Calcium Phosphate,IN_PRODUCT,Children's Chewable Multivitamin and Multimineral
Sildenafil,INTERACTS_WITH,Itraconazole
Carlumab,INTERACTS_WITH,Epimestrol
Entinostat,INTERACTS_WITH,Chlorpromazine
PMS-polytrimethoprim,MANUFACTURED_BY,Pharmascience Inc
Prazepam,INTERACTS_WITH,Disopyramide
Esmirtazapine,INTERACTS_WITH,Enalapril
Myobloc,MANUFACTURED_BY,"Solstice Neurosciences, Llc, A Wholly Owned Subsidiary Of Us Worldmeds, Llc"
Eucalyptus oil,INTERACTS_WITH,Cefuroxime
Fluprostenol,INTERACTS_WITH,Proglumetacin
Labetuzumab,INTERACTS_WITH,Estradiol cypionate
Luspatercept,INTERACTS_WITH,Tibolone
Secretin human,INTERACTS_WITH,Escitalopram
Orlistat,INTERACTS_WITH,Tocotrienol
Briakinumab,INTERACTS_WITH,Rituximab
Soybean oil,IN_PRODUCT,Intralipid 10%
Oxybutynin,INTERACTS_WITH,Trospium
Riomet,HAS_PRICE,206.9
Lurasidone,INTERACTS_WITH,Guanethidine
Latanoprost,IN_PRODUCT,Latanoprost
Quinoline Yellow WS,INTERACTS_WITH,Terazosin
Potassium chloride,INTERACTS_WITH,Tramadol
Medazepam,INTERACTS_WITH,Procyclidine
Rituximab,INTERACTS_WITH,Indomethacin
Siponimod,INTERACTS_WITH,Muromonab
Bevacizumab zirconium Zr-89,INTERACTS_WITH,Iratumumab
Varubi,MANUFACTURED_BY,Tersera Therapeutics Llc
Cialis,HAS_PRICE,261.99
Axitinib,INTERACTS_WITH,Leflunomide
Aluminium acetoacetate,INTERACTS_WITH,Chlorproethazine
Tamoxifen,INTERACTS_WITH,Anastrozole
Brentuximab vedotin,INTERACTS_WITH,Interferon alfa-n1
Cinazepam,INTERACTS_WITH,Doxepin
Paclitaxel trevatide,INTERACTS_WITH,Vinorelbine
Clofarabine,INTERACTS_WITH,Altretamine
Desonide,INTERACTS_WITH,NBI-6024
Physostigmine,INTERACTS_WITH,Buclizine
Ziprasidone,INTERACTS_WITH,Ibuproxam
Clidinium,INTERACTS_WITH,Potassium chloride
Etifoxine,INTERACTS_WITH,Dapoxetine
Meprobamate,INTERACTS_WITH,Atropine
Kaposi's sarcoma,TREATED_BY,Dactinomycin
Indacaterol,IN_PRODUCT,Atectura Breezhaler
hepatitis,HAS_SIDE_EFFECT,Eye disorder
Practolol,INTERACTS_WITH,Amifostine
Sulodexide,INTERACTS_WITH,Icosapent
Oxaprotiline,INTERACTS_WITH,Diazoxide
Hydroxyprogesterone caproate,INTERACTS_WITH,Phenoxymethylpenicillin
Reglan,HAS_PRICE,11.845
APD791,INTERACTS_WITH,Benzatropine
Pramlintide,INTERACTS_WITH,Gallamine triethiodide
Propatyl nitrate,INTERACTS_WITH,Lercanidipine
Tiaprofenic acid,INTERACTS_WITH,Protriptyline
Degarelix,INTERACTS_WITH,Lofexidine
Clofarabine,INTERACTS_WITH,Raltitrexed
Konjac mannan,INTERACTS_WITH,Quinidine
Paliperidone,INTERACTS_WITH,Tapentadol
Cobamamide,IN_PRODUCT,BumP DHA
Lampalizumab,INTERACTS_WITH,Omalizumab
Manidipine,INTERACTS_WITH,Synephrine
Bouteloua gracilis pollen,INTERACTS_WITH,Carvedilol
Suprofen,INTERACTS_WITH,Flunixin
Arymo ER,MANUFACTURED_BY,Zyla Life Sciences US Inc.
Proctocort,HAS_PRICE,696.327
Megestrol acetate,INTERACTS_WITH,Hydrocortisone acetate
Eptinezumab,INTERACTS_WITH,Estrone
Melengestrol acetate,INTERACTS_WITH,Ethyl biscoumacetate
Ferrous gluconate,INTERACTS_WITH,Asenapine
Pregabalin Zentiva,HAS_PRICE,379.592
Acropass Trouble Cure,MANUFACTURED_BY,"Raphas Co.,ltd"
Trastuzumab deruxtecan,INTERACTS_WITH,Palivizumab
8.6694,AVAILABLE_AT,Pavilions Pharmacy
Aniracetam,INTERACTS_WITH,Methantheline
Disopyramide,INTERACTS_WITH,Coltuximab ravtansine
Pexelizumab,INTERACTS_WITH,Estradiol
Lixisenatide,INTERACTS_WITH,Glipizide
Procyclidine,INTERACTS_WITH,Tridihexethyl
Gadoxetic acid,INTERACTS_WITH,Aminohippuric acid
Conatumumab,INTERACTS_WITH,Veltuzumab
Phenserine,INTERACTS_WITH,Methadone
35.864,AVAILABLE_AT,Ralphs
Sunitinib,INTERACTS_WITH,Idarubicin
"4-Bromo-2,5-dimethoxyphenethylamine",INTERACTS_WITH,Phentolamine
Milatuzumab,INTERACTS_WITH,Matuzumab
Burosumab,INTERACTS_WITH,Bevacizumab
Guanazodine,INTERACTS_WITH,Bitolterol
Hydrea,MANUFACTURED_BY,"E.R. Squibb & Sons, L.L.C."
Altrenogest,INTERACTS_WITH,Bivalirudin
Sorghum halepense pollen,INTERACTS_WITH,Esmolol
Flucloxacillin,INTERACTS_WITH,Piperacillin
77.482,AVAILABLE_AT,Ralphs
Macimorelin,INTERACTS_WITH,Ciprofloxacin
Fosinopril,INTERACTS_WITH,Ergometrine
Gedocarnil,INTERACTS_WITH,Pirenzepine
Doconexent,INTERACTS_WITH,Bortezomib
Ziprasidone,IN_PRODUCT,Geodon
Dapsone,INTERACTS_WITH,Hydroxychloroquine
Levonordefrin,INTERACTS_WITH,Eprosartan
Salicylic acid,INTERACTS_WITH,Droperidol
Carbutamide,INTERACTS_WITH,Moxifloxacin
Lithium cation,INTERACTS_WITH,Hydroflumethiazide
Zeranol,INTERACTS_WITH,Bevacizumab
Testosterone enanthate,INTERACTS_WITH,Carbenicillin
Lercanidipine,INTERACTS_WITH,Xylazine
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,INTERACTS_WITH,Insulin degludec
Scopolamine,IN_PRODUCT,B-Donna
"S,R-Warfarin alcohol",INTERACTS_WITH,Midazolam
Saruplase,INTERACTS_WITH,Methallenestril
Rosiglitazone,INTERACTS_WITH,Ofloxacin
Ciclodan,MANUFACTURED_BY,"Medimetriks Pharmaceuticals, Inc."
Peginterferon beta-1a,INTERACTS_WITH,Chlorambucil
Calcium Mg and Zn Capsules With Vitamin D,MANUFACTURED_BY,Rheingold Food International Ltd.
DL-Methylephedrine,INTERACTS_WITH,Dexniguldipine
Eftrenonacog alfa,INTERACTS_WITH,Oregovomab
Iobenguane,INTERACTS_WITH,Metamfetamine
Ramipril,INTERACTS_WITH,Atomoxetine
Siplizumab,INTERACTS_WITH,Estradiol
Dapsone,INTERACTS_WITH,Flutamide
Voxilaprevir,INTERACTS_WITH,Glasdegib
Cariporide,INTERACTS_WITH,Atropine
Hydrocortisone cypionate,INTERACTS_WITH,Dihydrotachysterol
Tramadol,INTERACTS_WITH,Zidovudine
B 6 Plus,MANUFACTURED_BY,Anabolic Laboratories Inc.
Rilmenidine,INTERACTS_WITH,Diazoxide
Norvir,HAS_PRICE,46.171
Lefamulin,INTERACTS_WITH,Estradiol cypionate
Boostrix,MANUFACTURED_BY,GlaxoSmithKline Biologicals SA
Fluorescein,INTERACTS_WITH,Dabrafenib
Moxestrol,INTERACTS_WITH,Ranibizumab
Marbofloxacin,INTERACTS_WITH,4-hydroxycoumarin
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,INTERACTS_WITH,Cyclosporine
Magaldrate,INTERACTS_WITH,Ursodeoxycholic acid
Omapatrilat,INTERACTS_WITH,Isoxsuprine
RI 624,INTERACTS_WITH,Dienestrol
5.965,AVAILABLE_AT,Albertsons (Sav-on)
10.18,AVAILABLE_AT,Costco
arthritis,TREATED_BY,Diclofenac
Oxycodone,INTERACTS_WITH,Methadyl acetate
Sodium borate,IN_PRODUCT,Calcemin Advance
Denosumab,INTERACTS_WITH,Sorafenib
Tylosin,INTERACTS_WITH,Hypoxanthine
24.09,AVAILABLE_AT,Ralphs
Mitazalimab,INTERACTS_WITH,Leronlimab
Indiplon,INTERACTS_WITH,Oxyphencyclimine
Metoprolol,INTERACTS_WITH,Duloxetine
Cefazedone,INTERACTS_WITH,Carprofen
Betulinic Acid,INTERACTS_WITH,Paliperidone
Metformin,INTERACTS_WITH,Nandrolone decanoate
Vadastuximab Talirine,INTERACTS_WITH,Estradiol
Irbesartan,INTERACTS_WITH,Canagliflozin
20.02,AVAILABLE_AT,Rite Aid
83.8701,AVAILABLE_AT,Target (CVS)
Colistimethate,INTERACTS_WITH,Loracarbef
Beclamide,INTERACTS_WITH,Hyoscyamine
Carbocromen,INTERACTS_WITH,Metahexamide
Delafloxacin,INTERACTS_WITH,NN344
Vitamin A,INTERACTS_WITH,Desogestrel
Lymecycline,INTERACTS_WITH,Cyclacillin
Interferon alfa-n3,INTERACTS_WITH,Cytarabine
Remogliflozin etabonate,INTERACTS_WITH,Bendroflumethiazide
Azarga,MANUFACTURED_BY,Novartis
Plazomicin,INTERACTS_WITH,Gitoformate
Caffeine,INTERACTS_WITH,Methoxyphenamine
Amyl Nitrite,INTERACTS_WITH,Aripiprazole lauroxil
Febarbamate,INTERACTS_WITH,Oxyphencyclimine
Farletuzumab,INTERACTS_WITH,IPH 2101
Dexmethylphenidate,INTERACTS_WITH,Nadolol
Anthelios Spray SPF 45,MANUFACTURED_BY,Laboratoires La Roche Posay Canada
Chlorzoxazone,INTERACTS_WITH,Desvenlafaxine
Quinacrine,INTERACTS_WITH,Oxymetholone
Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),IN_PRODUCT,Daptacel
Dacarbazine,INTERACTS_WITH,Denosumab
Tadalafil,INTERACTS_WITH,Diazoxide
Valganciclovir,IN_PRODUCT,Auro-valganciclovir
Lanicemine,INTERACTS_WITH,Profenamine
Rolitetracycline,INTERACTS_WITH,Piperacillin
Mezlocillin,INTERACTS_WITH,Demeclocycline
Carprofen,INTERACTS_WITH,Droperidol
Otamixaban,INTERACTS_WITH,Tipranavir
Riociguat,INTERACTS_WITH,Phenylephrine
Sotalol,INTERACTS_WITH,Bethanechol
Lemborexant,INTERACTS_WITH,Indalpine
Arbutamine,INTERACTS_WITH,Lisinopril
Azidocillin,INTERACTS_WITH,Arbekacin
Calcium threonate,IN_PRODUCT,"Iron Fumarate and Aspartate, Glycinate, Ascorbic Calcium, Vitamin B12, Folic Acid, Calcium Threonate and Succinic Acid"
Fluocinolone acetonide,INTERACTS_WITH,Melphalan
Gadoteridol,INTERACTS_WITH,Bacitracin
Luprostiol,INTERACTS_WITH,Talniflumate
Mometasone,INTERACTS_WITH,Bleomycin
Norfloxacin,INTERACTS_WITH,Pramlintide
Bimatoprost,INTERACTS_WITH,Cryptenamine
1054.3,AVAILABLE_AT,Walgreens
Remifentanil,INTERACTS_WITH,Manidipine
staphylococcal infection,TREATED_BY,Erythromycin
Sulfadoxine,INTERACTS_WITH,Mecasermin
Piperidolate,INTERACTS_WITH,DPDPE
osteoarthritis,TREATED_BY,Naproxen
inflammation,TREATED_BY,Triamcinolone
Promethazine,INTERACTS_WITH,Phenindione
Galantamine,INTERACTS_WITH,Methscopolamine
Febuxostat,INTERACTS_WITH,Hydrochlorothiazide
Methylene blue,INTERACTS_WITH,Minocycline
Bacillus calmette-guerin substrain connaught live antigen,INTERACTS_WITH,Topotecan
Andexanet alfa,INTERACTS_WITH,Phenindione
Clorazepic acid,INTERACTS_WITH,Flavoxate
Xanax,HAS_PRICE,6.8901
Mefruside,INTERACTS_WITH,Sulfamethoxazole
Imidafenacin,INTERACTS_WITH,Botulinum Toxin Type B
Radezolid,INTERACTS_WITH,Warfarin
Deacetoxycephalosporin C,INTERACTS_WITH,Bupropion
Polythiazide,INTERACTS_WITH,Forasartan
Cefditoren,INTERACTS_WITH,Aluminium glycinate
Konjac mannan,INTERACTS_WITH,Pipecuronium
Bufotenine,INTERACTS_WITH,Dicyclomine
Dihexyverine,INTERACTS_WITH,Oxyphenonium
Prednisolone hemisuccinate,INTERACTS_WITH,Alfacalcidol
Glycerol phenylbutyrate,INTERACTS_WITH,Acetaminophen
Onartuzumab,INTERACTS_WITH,Trastuzumab emtansine
Dipotassium phosphate,INTERACTS_WITH,Paroxetine
Promegestone,INTERACTS_WITH,Phenprocoumon
Tolfenamic acid,INTERACTS_WITH,Clenbuterol
Dalotuzumab,INTERACTS_WITH,Alemtuzumab
Oxtriphylline,IN_PRODUCT,Novo-triphyl Tab 300mg
Vistaril,HAS_PRICE,6.0399
Fosfomycin,INTERACTS_WITH,Cefamandole
Bexarotene,INTERACTS_WITH,Peginterferon alfa-2a
Efonidipine,INTERACTS_WITH,Reproterol
Perampanel,INTERACTS_WITH,Citalopram
Calcifediol,INTERACTS_WITH,Lanatoside C
Tadalafil Generics,HAS_PRICE,8.48
Plozalizumab,INTERACTS_WITH,AMG 108
20.8999,AVAILABLE_AT,Target (CVS)
Posaconazole,INTERACTS_WITH,Dihydroergocryptine
Cefazedone,INTERACTS_WITH,Fenbufen
Kapvay,HAS_PRICE,58.3398
JNJ-26489112,INTERACTS_WITH,Imidafenacin
Arbekacin,INTERACTS_WITH,Lymecycline
Pramipexole,INTERACTS_WITH,Topiramate
Undecylenic acid,IN_PRODUCT,Derman Antifungal
Black cohosh,INTERACTS_WITH,Selegiline
Carlumab,INTERACTS_WITH,Infliximab
Azasan,HAS_PRICE,316.77
DL-Methylephedrine,INTERACTS_WITH,Hexamethonium
Disopyramide,INTERACTS_WITH,Acebutolol
Trapidil,INTERACTS_WITH,Obinutuzumab
Motretinide,INTERACTS_WITH,Meclocycline
"Sodium phosphate, dibasic, unspecified form",IN_PRODUCT,Enema
Aldesleukin,INTERACTS_WITH,Amsacrine
Sulfachlorpyridazine,INTERACTS_WITH,Exenatide
Andrographolide,INTERACTS_WITH,Dehydrocholic acid
574.443,AVAILABLE_AT,Pavilions Pharmacy
Simeprevir,INTERACTS_WITH,Rosiglitazone
Talopram,INTERACTS_WITH,Dicoumarol
Metocurine iodide,INTERACTS_WITH,Magnesium aspartate
Pivampicillin,INTERACTS_WITH,Ethyl biscoumacetate
Butylscopolamine,INTERACTS_WITH,Pirenzepine
Trimebutine,INTERACTS_WITH,Tapentadol
Diltiazem,INTERACTS_WITH,Tetrahydrocannabivarin
Pirprofen,INTERACTS_WITH,Ritodrine
Cisplatin,INTERACTS_WITH,Mechlorethamine
Nimodipine,MANUFACTURED_BY,Barr Laboratories
Finasteride,INTERACTS_WITH,Temocapril
Xylometazoline,INTERACTS_WITH,Ramiprilat
Entrectinib,INTERACTS_WITH,Clomifene
Frangula purshiana bark,IN_PRODUCT,Cascara Sagrada Cap 400mg
161.881,AVAILABLE_AT,Walgreens
Apricot Seed Deep Cleansing,MANUFACTURED_BY,Wow Ventures
Methylergometrine,INTERACTS_WITH,Nicardipine
Pholcodine,INTERACTS_WITH,Moclobemide
omega interferon,INTERACTS_WITH,Betamethasone
Tizanidine,INTERACTS_WITH,Cimetidine
Ioflupane I-123,INTERACTS_WITH,Milnacipran
Donepezil,INTERACTS_WITH,Butyrylthiocholine
Gleptoferron,INTERACTS_WITH,Calcium silicate
Gentamicin,INTERACTS_WITH,Metocurine iodide
Bezlotoxumab,INTERACTS_WITH,IMC-1C11
Loperamide,INTERACTS_WITH,Fosfructose
Fluticasone,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Iron sucrose,INTERACTS_WITH,Tetracycline
Thiamylal,INTERACTS_WITH,Methylphenobarbital
arthropod bite wound,TREATED_BY,Hydrocortisone
Temefos,INTERACTS_WITH,Lenvatinib
53.2,AVAILABLE_AT,Rite Aid
Tropisetron,INTERACTS_WITH,Zolpidem
Protein C,INTERACTS_WITH,Dasatinib
Triptorelin,INTERACTS_WITH,Canagliflozin
Coricidin Sinus Headache Tab,MANUFACTURED_BY,Schering Plough
Aptivus,HAS_PRICE,1860.33
Epicaptopril,INTERACTS_WITH,Pentolinium
Cefazolin,INTERACTS_WITH,Esomeprazole
Phenindione,INTERACTS_WITH,Hydrocortisone
Muromonab,INTERACTS_WITH,"Interferon alfa-2a, Recombinant"
Fenethylline,INTERACTS_WITH,Celiprolol
Prasterone,INTERACTS_WITH,Testosterone cypionate
Fluoxymesterone,INTERACTS_WITH,Sulfisoxazole
Azatadine,IN_PRODUCT,Optimine Tab 1mg
Florbetaben (18F),INTERACTS_WITH,Cefditoren
Phenytoin,IN_PRODUCT,Dilantin
Remacemide,INTERACTS_WITH,Propantheline
Venlafaxine,IN_PRODUCT,Effexor
Edaravone,INTERACTS_WITH,Ibuprofen
Salvia miltiorrhiza root,INTERACTS_WITH,Carteolol
Carbamoylcholine,INTERACTS_WITH,Esatenolol
Fluvoxamine,INTERACTS_WITH,Rufinamide
Pidotimod,INTERACTS_WITH,Cefotiam
Avasimibe,INTERACTS_WITH,Ormeloxifene
Ioxilan,INTERACTS_WITH,Ceftriaxone
Sulbactam,INTERACTS_WITH,Cefamandole
Sirolimus,INTERACTS_WITH,Mechlorethamine
Flutrimazole,INTERACTS_WITH,Diltiazem
Apo-imatinib,MANUFACTURED_BY,Apotex Corporation
Moxatag,HAS_PRICE,162.366
Butyrfentanyl,INTERACTS_WITH,Rhein
Magnesium ascorbate,INTERACTS_WITH,"2,5-Dimethoxy-4-ethylthioamphetamine"
Cinacalcet,INTERACTS_WITH,Benzatropine
Alminoprofen,INTERACTS_WITH,Ergoloid mesylate
PreferaOB plus DHA,MANUFACTURED_BY,MEDA Pharmaceuticals
Fulvestrant,IN_PRODUCT,Fulvestrant
Tobramycin,IN_PRODUCT,Tobi Podhaler
6.8,AVAILABLE_AT,Costco
Kanamycin,INTERACTS_WITH,Tigecycline
Evolocumab,INTERACTS_WITH,Human immunoglobulin G
Polyestradiol phosphate,INTERACTS_WITH,Nimotuzumab
Bendazac,INTERACTS_WITH,Bromocriptine
Pracinostat,INTERACTS_WITH,Vorinostat
Desipramine,INTERACTS_WITH,Fosinopril
Tandutinib,INTERACTS_WITH,Telavancin
Cerlapirdine,INTERACTS_WITH,Nicardipine
Carvedilol,INTERACTS_WITH,Desmopressin
Chromic citrate,INTERACTS_WITH,Etacrynic acid
Potassium bicarbonate,IN_PRODUCT,Klor-con/ef
Guar gum,INTERACTS_WITH,Pentamidine
Dronedarone,INTERACTS_WITH,Polythiazide
27.0,AVAILABLE_AT,HealthWarehouse
Diphenoxylate,INTERACTS_WITH,Phenoperidine
Prazosin,INTERACTS_WITH,Levodopa
Carlumab,INTERACTS_WITH,Veltuzumab
Osanetant,INTERACTS_WITH,Brimonidine
Conjugated estrogens,INTERACTS_WITH,Benzylpenicillin
Iloprost,IN_PRODUCT,Ventavis
Mestranol,INTERACTS_WITH,CR002
Gadobenic acid,INTERACTS_WITH,Clozapine
